season,week,date,time_et,game_type,away,home,rank_away,rank_home,conf_away,conf_home,neutral,score_away,score_home,q1_away,q2_away,q3_away,q4_away,ot_away,q1_home,q2_home,q3_home,q4_home,ot_home,first_downs_away,first_downs_home,third_down_comp_away,third_down_att_away,third_down_comp_home,third_down_att_home,fourth_down_comp_away,fourth_down_att_away,fourth_down_comp_home,fourth_down_att_home,pass_comp_away,pass_att_away,pass_yards_away,pass_comp_home,pass_att_home,pass_yards_home,rush_att_away,rush_yards_away,rush_att_home,rush_yards_home,total_yards_away,total_yards_home,fum_away,fum_home,int_away,int_home,pen_num_away,pen_yards_away,pen_num_home,pen_yards_home,possession_away,possession_home,attendance,tv
2002,2,2002-08-31,3:30 PM,regular,Virginia,Florida State,,5,acc,acc,False,19,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79406,
2002,2,2002-08-31,3:30 PM,regular,Missouri,Illinois,,,big12,big10,False,33,20,7,7,6,13,0,7,0,7,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61876,
2002,2,2002-08-31,5:00 PM,regular,William & Mary,Indiana,,,,big10,False,17,25,7,7,0,3,0,7,3,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33427,
2002,2,2002-08-31,5:30 PM,regular,Wyoming,Tennessee,,4,mwc,sec,False,7,47,0,0,0,7,0,10,10,21,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67221,
2002,2,2002-08-31,6:00 PM,regular,Vanderbilt,Georgia Tech,,,sec,acc,False,3,45,0,0,0,3,0,0,31,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43719,
2002,2,2002-08-31,6:00 PM,regular,Chattanooga,West Virginia,,,,big-east,False,7,56,0,0,0,7,0,14,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54455,
2002,2,2002-08-31,6:00 PM,regular,East Carolina,Duke,,,cusa,acc,False,16,23,0,10,6,0,0,10,10,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23276,
2002,2,2002-08-31,6:00 PM,regular,Mississippi State,Oregon,,15,sec,pac12,False,13,36,0,7,0,6,0,14,13,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56386,
2002,2,2002-08-31,6:00 PM,regular,UAB,Florida,,6,cusa,sec,False,3,51,0,0,3,0,0,7,27,3,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85575,
2002,2,2002-08-31,7:00 PM,regular,UL-Lafayette,Texas A&M,,23,sun-belt,big12,False,7,31,0,0,0,7,0,0,3,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75087,
2002,2,2002-08-31,7:00 PM,regular,Jackson State,Southern Miss,,,,cusa,False,7,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35169,
2002,2,2002-08-31,7:00 PM,regular,Ohio,Pittsburgh,,,mac,big-east,False,14,27,0,0,7,7,0,7,13,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41579,
2002,2,2002-08-31,7:00 PM,regular,Villanova,Rutgers,,,,big-east,False,37,19,7,10,7,13,0,7,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20911,
2002,2,2002-08-31,7:00 PM,regular,UL-Monroe,Ole Miss,,,sun-belt,sec,False,3,31,3,0,0,0,0,0,21,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58151,
2002,2,2002-08-31,7:00 PM,regular,Texas State,Minnesota,,,,big10,False,0,42,0,0,0,0,0,28,7,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32209,
2002,2,2002-08-31,7:00 PM,regular,Florida A&M,Miami (FL),,1,,big-east,False,17,63,0,0,3,14,0,28,14,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68548,
2002,2,2002-08-31,7:00 PM,regular,San Jose State,Arkansas State,,,wac,sun-belt,False,33,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,2002-08-31,7:00 PM,regular,East Tennessee State,NC State,,25,,acc,False,0,34,0,0,0,0,0,14,7,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42507,
2002,2,2002-08-31,7:00 PM,regular,Troy,Nebraska,,9,ind,big12,False,16,31,0,3,7,6,0,7,7,14,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77831,
2002,2,2002-08-31,7:00 PM,regular,Appalachian State,Marshall,,19,,mac,False,17,50,7,3,7,0,0,3,20,14,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31042,
2002,2,2002-08-31,7:00 PM,regular,New Mexico State,South Carolina,,22,sun-belt,sec,False,24,34,3,7,7,7,0,3,10,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83717,
2002,2,2002-08-31,7:10 PM,regular,Western Kentucky,Kansas State,,,,big12,False,3,48,0,0,0,3,0,3,31,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45844,
2002,2,2002-08-31,7:45 PM,regular,Clemson,Georgia,,8,acc,sec,False,28,31,0,14,14,0,0,7,14,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86520,
2002,2,2002-08-31,8:00 PM,regular,Navy,SMU,,,ind,wac,False,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,2002-08-31,8:00 PM,regular,Oklahoma State,Louisiana Tech,,,big12,wac,False,36,39,7,7,22,0,0,0,9,16,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31391,
2002,2,2002-08-31,8:00 PM,regular,North Texas,Texas,,3,sun-belt,big12,False,0,27,0,0,0,0,0,14,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83051,
2002,2,2002-08-31,8:00 PM,regular,Houston,Rice,,,cusa,wac,False,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30747,
2002,2,2002-08-31,8:00 PM,regular,Notre Dame,Maryland,,21,ind,acc,False,22,0,3,6,10,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72903,
2002,2,2002-08-31,8:00 PM,regular,Murray State,Memphis,,,,cusa,False,6,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29694,
2002,2,2002-08-31,8:05 PM,regular,Idaho,Boise State,,,sun-belt,wac,False,21,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30878,
2002,2,2002-08-31,8:05 PM,regular,Weber State,New Mexico,,,,mwc,False,24,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35765,
2002,2,2002-08-31,8:45 PM,regular,Wisconsin,UNLV,,,big10,mwc,False,27,7,0,24,0,3,0,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42075,
2002,2,2002-08-31,9:05 PM,regular,Utah,Utah State,,,mwc,ind,False,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30757,
2002,2,2002-08-31,9:05 PM,regular,Sacramento State,UTEP,,,,wac,False,12,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35036,
2002,2,2002-08-31,10:00 PM,regular,Eastern Washington,Arizona State,,,,pac12,False,2,38,0,2,0,0,0,14,14,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39581,
2002,2,2002-08-31,10:07 PM,regular,Northern Arizona,Arizona,,,,pac12,False,3,37,0,3,0,0,0,10,17,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48446,
2002,2,2002-08-31,11:05 PM,regular,Eastern Illinois,Hawaii,,,,wac,False,36,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39958,
2002,2,2002-09-01,2:30 PM,regular,LSU,Virginia Tech,14,16,sec,big-east,False,8,26,0,0,0,8,0,7,7,3,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65049,
2002,2,2002-09-01,6:00 PM,regular,Kentucky,Louisville,,17,sec,cusa,False,22,17,10,6,3,3,0,0,7,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42660,
2002,2,2002-09-02,4:30 PM,regular,TCU,Cincinnati,,,cusa,cusa,False,29,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25518,
2002,2,2002-09-02,8:00 PM,regular,Auburn,USC,,20,sec,pac12,False,17,24,7,7,0,3,0,7,7,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63269,
2002,3,2002-09-05,7:00 PM,regular,Oregon State,Temple,,,pac12,big-east,False,35,3,0,14,7,14,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20162,
2002,3,2002-09-06,7:00 PM,regular,Hawaii,BYU,,,wac,mwc,False,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63085,
2002,3,2002-09-07,12:00 PM,regular,Georgia Tech,Connecticut,,,acc,ind,False,31,14,21,7,3,0,0,0,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16751,
2002,3,2002-09-07,12:00 PM,regular,Illinois,Southern Miss,,,big10,cusa,False,20,23,14,3,0,3,0,9,6,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22183,
2002,3,2002-09-07,12:00 PM,regular,Texas A&M,Pittsburgh,20,,big12,big-east,False,14,12,0,7,7,0,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45489,
2002,3,2002-09-07,12:00 PM,regular,NC State,Navy,21,,acc,ind,False,65,19,28,10,27,0,0,6,6,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29613,
2002,3,2002-09-07,12:10 PM,regular,Iowa,Miami (OH),,,big10,mac,False,29,24,7,6,9,7,0,0,10,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25934,
2002,3,2002-09-07,12:10 PM,regular,West Virginia,Wisconsin,,25,big-east,big10,False,17,34,0,3,7,7,0,7,27,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76320,
2002,3,2002-09-07,12:10 PM,regular,Western Michigan,Michigan,,7,mac,big10,False,12,35,0,6,6,0,0,14,7,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107856,
2002,3,2002-09-07,12:10 PM,regular,Kent State,Ohio State,,8,mac,big10,False,17,51,0,14,0,3,0,21,17,3,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98689,
2002,3,2002-09-07,12:30 PM,regular,Memphis,Ole Miss,,,cusa,sec,False,16,38,7,0,6,3,0,0,17,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54718,
2002,3,2002-09-07,1:00 PM,regular,TCU,Northwestern,,,cusa,big10,False,48,24,5,29,7,7,0,10,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21422,
2002,3,2002-09-07,1:00 PM,regular,Wyoming,Central Michigan,,,mwc,mac,False,20,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18251,
2002,3,2002-09-07,1:00 PM,regular,Purdue,Notre Dame,,23,big10,ind,False,17,24,0,7,7,3,0,0,17,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80795,
2002,3,2002-09-07,1:00 PM,regular,Holy Cross,Army,,,,cusa,False,30,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28063,
2002,3,2002-09-07,1:00 PM,regular,Louisiana Tech,Clemson,,,wac,acc,False,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71000,
2002,3,2002-09-07,1:05 PM,regular,Rice,Michigan State,,15,wac,big10,False,10,27,0,10,0,0,0,7,0,13,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74014,
2002,3,2002-09-07,1:30 PM,regular,UTEP,Kentucky,,,wac,sec,False,17,77,3,7,0,7,0,14,21,28,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59213,
2002,3,2002-09-07,3:00 PM,regular,New Mexico,Air Force,,,mwc,mwc,False,31,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36620,
2002,3,2002-09-07,3:30 PM,regular,San Jose State,Washington,,14,wac,pac12,False,10,34,0,10,0,0,0,0,0,17,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70147,
2002,3,2002-09-07,3:30 PM,regular,Fresno State,Oregon,,13,wac,pac12,False,24,28,7,10,7,0,0,10,0,5,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56357,
2002,3,2002-09-07,3:30 PM,regular,Stanford,Boston College,,,pac12,big-east,False,27,34,3,14,10,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41065,
2002,3,2002-09-07,3:30 PM,regular,Alabama,Oklahoma,,2,sec,big12,False,27,37,3,0,14,10,0,9,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75564,
2002,3,2002-09-07,5:00 PM,regular,Idaho,Washington State,,11,sun-belt,pac12,False,14,49,0,7,7,0,0,14,14,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,2002-09-07,5:00 PM,regular,Western Carolina,Auburn,,,,sec,False,0,56,0,0,0,0,0,21,7,21,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80067,
2002,3,2002-09-07,5:15 PM,regular,Miami (FL),Florida,1,6,big-east,sec,False,41,16,3,17,14,7,0,0,10,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85777,
2002,3,2002-09-07,6:00 PM,regular,Akron,Maryland,,,mac,acc,False,14,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48057,
2002,3,2002-09-07,6:00 PM,regular,Toledo,Eastern Michigan,,,mac,mac,False,65,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,2002-09-07,6:30 PM,regular,East Carolina,Wake Forest,,,cusa,acc,False,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28486,
2002,3,2002-09-07,6:30 PM,regular,New Mexico State,California,,,sun-belt,pac12,False,13,34,3,0,3,7,0,17,0,7,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24692,
2002,3,2002-09-07,7:00 PM,regular,Samford,Baylor,,,,big12,False,12,50,0,0,6,6,0,16,14,13,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28375,
2002,3,2002-09-07,7:00 PM,regular,Furman,Vanderbilt,,,,sec,False,18,49,0,3,9,6,0,14,14,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28568,
2002,3,2002-09-07,7:00 PM,regular,Buffalo,Rutgers,,,mac,big-east,False,34,11,0,16,8,10,0,3,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19101,
2002,3,2002-09-07,7:00 PM,regular,Louisville,Duke,,,cusa,acc,False,40,3,9,17,0,14,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,2002-09-07,7:00 PM,regular,Ball State,Missouri,,,mac,big12,False,6,41,3,3,0,0,0,7,0,27,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49282,
2002,3,2002-09-07,7:00 PM,regular,Tennessee Tech,Iowa State,,,,big12,False,6,58,0,6,0,0,0,20,17,14,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40155,
2002,3,2002-09-07,7:00 PM,regular,Northern Illinois,USF,,,mac,ind,False,6,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23559,
2002,3,2002-09-07,7:00 PM,regular,Troy,UAB,,,ind,cusa,False,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,2002-09-07,7:00 PM,regular,Tulsa,Arkansas State,,,wac,sun-belt,False,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15363,
2002,3,2002-09-07,7:00 PM,regular,Middle Tennessee,Tennessee,,4,sun-belt,sec,False,3,26,0,0,0,3,0,14,3,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107672,
2002,3,2002-09-07,7:00 PM,regular,Utah State,Nebraska,,9,ind,big12,False,13,44,7,0,0,6,0,17,20,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78176,
2002,3,2002-09-07,7:00 PM,regular,San Diego State,Colorado,,17,mwc,big12,False,14,34,7,7,0,0,0,14,7,7,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,2002-09-07,7:00 PM,regular,Boise State,Arkansas,,,wac,sec,False,14,41,0,0,0,14,0,14,10,10,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70142,
2002,3,2002-09-07,7:05 PM,regular,Northern Iowa,Oklahoma State,,,,big12,False,10,45,7,0,0,3,0,14,14,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40085,
2002,3,2002-09-07,7:10 PM,regular,UL-Monroe,Kansas State,,,sun-belt,big12,False,0,68,0,0,0,0,0,28,19,14,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43104,
2002,3,2002-09-07,7:45 PM,regular,South Carolina,Virginia,22,,sec,acc,False,21,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60171,
2002,3,2002-09-07,8:00 PM,regular,Texas Tech,SMU,,,big12,wac,False,24,14,3,7,0,14,0,6,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,
2002,3,2002-09-07,8:00 PM,regular,Minnesota,UL-Lafayette,,,big10,sun-belt,False,35,11,0,14,7,14,0,3,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20512,
2002,3,2002-09-07,8:00 PM,regular,Indiana,Utah,,,big10,mwc,False,13,40,6,0,0,7,0,3,17,14,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33419,
2002,3,2002-09-07,8:00 PM,regular,Northeastern,Ohio,,,,mac,False,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21002,
2002,3,2002-09-07,8:00 PM,regular,Citadel,LSU,,24,,sec,False,10,35,0,0,7,3,0,14,7,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85022,
2002,3,2002-09-07,8:00 PM,regular,North Carolina,Syracuse,,,acc,big-east,False,30,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39444,
2002,3,2002-09-07,8:00 PM,regular,Tulane,Houston,,,cusa,cusa,False,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16307,
2002,3,2002-09-07,8:05 PM,regular,Nicholls State,North Texas,,,,sun-belt,False,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12816,
2002,3,2002-09-07,10:00 PM,regular,UCF,Arizona State,,,mac,pac12,False,13,46,10,3,0,0,0,3,7,29,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43401,
2002,3,2002-09-07,10:00 PM,regular,Kansas,UNLV,,,big12,mwc,False,20,31,0,10,0,10,0,7,7,10,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25109,
